UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
David Ruiz García,@DavidRuizGarci,2022-03-01T22:29:21.000Z,"David Ruiz García
@DavidRuizGarci
·
Mar 2, 2022","You may have seen recently Chimaeras in the news! Baby ghost sharks are extremely rare but newborns can be seen in the Spanish deep waters. 

During the last year we have found and studied some of them as part of 
@ProyectoEceme",,5,42,208,['https://pbs.twimg.com/media/FMzDSicWQAokTn7?format=jpg&name=900x900'],https://twitter.com/DavidRuizGarci/status/1498787502710214658
Michelle Charnock-Temple,@lilypod1803,2022-03-01T11:41:48.000Z,"Michelle Charnock-Temple
@lilypod1803
·
Mar 1, 2022",Wow just watching the EU Parliament session on the news and all they've just given the Ukraine a standing ovation - so powerful  #WeStandWithUkraine,💙 💛,,1,3,[],https://twitter.com/lilypod1803/status/1498624539890274310
Jane Thomas,@janeyt65,2022-03-01T07:12:21.000Z,"Jane Thomas
@janeyt65
·
Mar 1, 2022","Replying to 
@Omz2468",🤣,,,,[],https://twitter.com/janeyt65/status/1498556732691423233
Karol,@scullaaaaaay,2022-03-02T16:02:25.000Z,"Karol
@scullaaaaaay
·
Mar 3, 2022","So, good news. I saw an old world swallowtail today",🌵 ☀ 🏝 🏔,,,3,['https://pbs.twimg.com/media/FM20UDWX0AA3Yd1?format=jpg&name=900x900'],https://twitter.com/scullaaaaaay/status/1499052516104884230
