UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
HostFat,@HostFat,2010-06-12T17:37:13.000Z,"HostFat
@HostFat
·
2010年6月13日","Here there are some new unofficial build of #bitcoin: http://goo.gl/hdwT
1
3",,,1,3,[],https://twitter.com/HostFat/status/16017950102
HostFat,@HostFat,2010-06-12T17:31:12.000Z,"HostFat
@HostFat
·
2010年6月13日","Ho fornito una traduzione italiano ( molto alla buona :P ) per la home del sito e il programma #bitcoin . E' un progetto interessante ...
1
3",,1,,3,[],https://twitter.com/HostFat/status/16017598703
