UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
ChainInfo,@ChainDotInfo,2020-05-15T22:32:22.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月16日","5999.99 #BTC ($56,801,316) transferred from address(1CAXu...APD7o) to address (1573Q...ePs8U) 
    
Tx: https://chain.info/711a7a5ad4f221a198a5fc9e4df91a625765a780028f96438e81512086ce21fe…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYF6ojMXgAEDsuG?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1261424210158563328
ChainInfo,@ChainDotInfo,2020-05-15T22:04:10.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月16日","7250 #BTC ($68,150,726) transferred from address(14hda...o7RL9) to address (15ZvU...rNVM7) 
    
Tx: https://chain.info/bd76c197d4c0fed1a50ba91d3f1665d11ea6f1840ad0d94cf2ef8e2a4d9a9acd…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYF0LeOWAAAxXGQ?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1261417113211809793
ChainInfo,@ChainDotInfo,2020-05-15T22:32:22.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月16日","5937.13 #BTC ($56,206,217) transferred from address(1MPbs...cMiDG) to address (1A4Xy...hk66n) 
    
Tx: https://chain.info/12c8b1db7359922e90434371ebaae15cf5fb7550e7f93e9bdc00db2f116ffd6c…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYF6ojZWkAA2bO1?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1261424209965625344
C-Trade,@CTrade_official,2020-05-15T09:04:43.000Z,"C-Trade
@CTrade_official
·
2020年5月15日","According to 
@glassnode
, after $BTC #halving on Monday, 24,000 #BTC were withdrawn from crypto exchanges, which is about $ 233 million. 
@ChainDotInfo
 and 
@bituniverse_org
 data show that most of the movement came from specific exchanges:",,,,,['https://pbs.twimg.com/media/EYDBxfBWkAYnG0l?format=jpg&name=small'],https://twitter.com/CTrade_official/status/1261220960528674816
ChainInfo,@ChainDotInfo,2020-05-16T20:44:22.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月17日","580.65 #BTC ($5,440,630) withdrawn from #Binance wallet (multiple addresses) to unknown address (3H5qu...1Un7m) 
    
Tx: https://chain.info/0e5e8283745ad69568e3e03b745e14edbac3ef3cfbf21acf1ef9a1d8b57d0f05…
ALT
3",,,,3,['https://pbs.twimg.com/media/EYKrgN9XsAAoLlh?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1261759417588031488
ChainInfo,@ChainDotInfo,2020-05-16T20:32:51.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月17日","695.83 #BTC ($6,504,730) withdrawn from #Binance wallet (multiple addresses) to unknown address (31xWY...GSbDB) 
    
Tx: https://chain.info/7826d491d1fada04ee1a86510095690e2c680e927c57075f0a398d27cf2964a7…
ALT
1
3",,1,,3,['https://pbs.twimg.com/media/EYKo3k1WsAIUgzn?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1261756520301301761
ChainInfo,@ChainDotInfo,2020-05-16T19:18:41.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月17日","2505.85 #BTC ($23,327,951) transferred from #Bitfinex cold wallet (3JZq4...rF97j) to #Bitfinex hot wallet (1Kr6Q...a9i1g) 
    
Tx: https://chain.info/5a06107d6cdd61b94402f656fefbacaf3677d56e8cf67861f67120a8a685ad94…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYKX5HMXQAAiPBZ?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1261737855426183175
Mike Sallese,@FinTechNames,2020-05-16T19:44:37.000Z,"Mike Sallese
@FinTechNames
·
2020年5月17日","Crypto247•com, BrandedCurrency•com, CoinGrades•com, ChainInfo•com, & Crypto365•com Lead Fintech Domain Names Sold Yesterday via 
@NameBio
 #Fintech #Crypto #Domains #domainnames #brands #investing #token #payments #vc #blockchain #btc    https://namebio.com/blog/daily-market-report-for-may-15th-2020/…
1",,,,1,[],https://twitter.com/FinTechNames/status/1261744382111363081
ChainInfo,@ChainDotInfo,2020-05-17T16:52:31.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月18日","521.99 #BTC ($5,085,885) deposited from unknown address (1CAhF...atktx) to #OKEX wallet (1NYAd...Dwk28)
    
Tx: https://chain.info/13d963530c26c76fa890c15782520f61bdc9bb74e05b8c71ee9ba4848a702394…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYPABs3XQAAZI0W?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262063458268389377
ChainInfo,@ChainDotInfo,2020-05-17T20:41:08.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月18日","719.48 #BTC ($6,999,959) transferred from #Bitstamp wallet (multiple addresses) to #Binance deposit wallet (32njR...VnCWM) 
    
Tx: https://chain.info/9099814f7d6a2abcb77d149603e1c93f83eecf5b1c0320cc7f838a3d70bc382f…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYP0Wn5XQAE5_gW?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262120992207450115
ChainInfo,@ChainDotInfo,2020-05-18T18:57:09.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月19日","550 #BTC ($5,302,605) deposited from unknown address (16piy...bhtFx) to #Bitstamp wallet (3HpVc...X4Vp6)
    
Tx: https://chain.info/a432a2d70462c188ed27978c6c01a54164a886225922aca7fd1815ee6e9c2604…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYUmJLSWAAE6081?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262457211399397379
ChainInfo,@ChainDotInfo,2020-05-18T18:59:01.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月19日","854.98 #BTC ($8,248,994) transferred from #Bitstamp wallet (multiple addresses) to #Binance deposit wallet (32njR...VnCWM) 
    
Tx: https://chain.info/6bfb79bed0ce4fe6f92f17607206aca32e8c79ea226e9311380deb47a4142d5e…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYUmkhfWAAAYDlo?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262457681698263044
ChainInfo,@ChainDotInfo,2020-05-18T17:04:59.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月19日","1749.9 #BTC ($16,869,561) withdrawn from #Binance wallet (multiple addresses) to unknown address (17Vtn...mKmWb) 
    
Tx: https://chain.info/dab9939e8e5a036da10d4f2f9c21558efb53bf4f376ae03d96292a9be57a1872…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYUMeJYXYAEHPXX?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262428984761073667
ChainInfo,@ChainDotInfo,2020-05-19T11:53:40.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月19日","589.12 #BTC ($5,727,837) deposited from unknown address (3Q8St...iLHE4) to #OKEX wallet (1NYAd...Dwk28)
    
Tx: https://chain.info/5f0fab263d99550b0a8e83804ea57c0f5d8d5f8b05035a5851b6c3444a6654a7…
ALT
1",,,,1,['https://pbs.twimg.com/media/EYYOzjjXYAA7C1r?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262713026341371904
ChainInfo,@ChainDotInfo,2020-05-19T15:44:08.000Z,"ChainInfo
@ChainDotInfo
·
2020年5月19日","6500 #BTC ($62,907,808) transferred from address(bc1qg...wvw97) to address (1Kr6Q...a9i1g) 
    
Tx: https://chain.info/223cdc9f78d86f2f89907d2180abe90ef57dd13fcfaad153ba8dbc55a8a88d0d…
ALT
2",,,,2,['https://pbs.twimg.com/media/EYZDjkIXQAIe04u?format=jpg&name=900x900'],https://twitter.com/ChainDotInfo/status/1262771026624081920
